name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,509479,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-06-01T02:49:02Z
sindresorhus/awesome,471840,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-06-01T02:48:37Z
freeCodeCamp/freeCodeCamp,445725,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-06-01T02:36:00Z
public-apis/public-apis,438248,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-06-01T02:35:36Z
EbookFoundation/free-programming-books,389317,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-06-01T02:39:35Z
openclaw/openclaw,375896,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-06-01T02:48:05Z
nilbuild/developer-roadmap,355822,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-06-01T02:36:49Z
donnemartin/system-design-primer,351200,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-06-01T02:47:25Z
jwasham/coding-interview-university,347919,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-06-01T02:15:38Z
vinta/awesome-python,300628,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-06-01T02:40:19Z
