coin,price_usd,market_cap,change_24h,collected_at,trend
bitcoin,74687.0,1494998154212.8254,-0.0009309323918470729,2026-04-17T01:49:59.194556,📉
cardano,0.256165,9466529323.53921,4.228039281426602,2026-04-17T01:49:59.194566,📈
ethereum,2332.25,281481269184.4075,-0.9749757734478133,2026-04-17T01:49:59.194568,📉
polkadot,1.31,2202815107.087755,11.234028438839266,2026-04-17T01:49:59.194569,📈
solana,88.23,50758557496.312744,3.9497672848886465,2026-04-17T01:49:59.194570,📈
