name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,468372,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-02-24T01:08:29Z
sindresorhus/awesome,440174,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-02-24T01:14:31Z
freeCodeCamp/freeCodeCamp,437452,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-02-24T01:14:37Z
public-apis/public-apis,399872,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-02-24T01:06:22Z
EbookFoundation/free-programming-books,382982,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-02-24T00:12:48Z
kamranahmedse/developer-roadmap,349667,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-02-24T01:17:52Z
jwasham/coding-interview-university,337374,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-02-24T00:10:11Z
donnemartin/system-design-primer,336392,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-02-24T00:44:40Z
vinta/awesome-python,284264,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-02-24T01:11:08Z
996icu/996.ICU,275528,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2026-02-24T00:21:03Z
