name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,470962,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-03-03T01:21:35Z
sindresorhus/awesome,441918,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-03-03T01:19:30Z
freeCodeCamp/freeCodeCamp,437668,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-03-03T01:13:04Z
public-apis/public-apis,402997,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-03-03T01:20:33Z
EbookFoundation/free-programming-books,383494,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-03-03T01:21:01Z
kamranahmedse/developer-roadmap,350015,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-03-03T01:21:21Z
jwasham/coding-interview-university,337516,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-03-03T00:48:26Z
donnemartin/system-design-primer,337106,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-03-03T00:50:10Z
vinta/awesome-python,285256,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-03-03T01:14:10Z
awesome-selfhosted/awesome-selfhosted,276160,N/A,A list of Free Software network services and web applications which can be hosted on your own server,https://github.com/awesome-selfhosted/awesome-selfhosted,2026-03-03T01:21:18Z
