name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,446223,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2025-12-05T00:58:53Z
freeCodeCamp/freeCodeCamp,434110,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2025-12-05T01:00:45Z
sindresorhus/awesome,420103,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2025-12-05T00:53:13Z
public-apis/public-apis,382644,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2025-12-05T00:50:49Z
EbookFoundation/free-programming-books,378235,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2025-12-05T00:58:50Z
kamranahmedse/developer-roadmap,344863,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2025-12-05T00:57:28Z
jwasham/coding-interview-university,334421,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2025-12-05T00:44:02Z
donnemartin/system-design-primer,328529,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2025-12-05T00:22:36Z
996icu/996.ICU,274953,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2025-12-05T00:37:44Z
vinta/awesome-python,272437,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2025-12-05T00:31:33Z
