name,stars,language,description,url,created_at
HEJustinSun/my-girlfriend-jingtian-latex,3948,TeX,No description,https://github.com/HEJustinSun/my-girlfriend-jingtian-latex,2026-08-27T11:28:44Z
sapientinc/PRAXIST,3203,Python,"Autonomous research system for measurable, computer-executable research.",https://github.com/sapientinc/PRAXIST,2026-08-27T14:20:58Z
wide-trace/open-higgsfield,1071,TypeScript,"A studio for image and video generation — one prompt bar, each model’s own settings, and every finis",https://github.com/wide-trace/open-higgsfield,2026-08-26T06:09:58Z
bryllim/workout-guide,1004,Astro,302 open exercise illustrations and a framework-neutral npm package by Bryl Lim,https://github.com/bryllim/workout-guide,2026-08-24T02:14:20Z
XiaoDuoYa/codex-with-chatgpt,966,TypeScript,ChatGPT thinks. Codex works. Use ChatGPT as the planning brain while keeping the Codex harness.,https://github.com/XiaoDuoYa/codex-with-chatgpt,2026-08-28T12:57:24Z
Tencent/WeMM-Embedding,911,Python,WeMM-Embedding is a family of universal multimodal embedding models by the WeChat Vision Team at Ten,https://github.com/Tencent/WeMM-Embedding,2026-08-25T02:46:10Z
amosblomqvist/learn,779,TypeScript,My AI learning system.,https://github.com/amosblomqvist/learn,2026-08-24T16:45:07Z
MetaMask-AI/metamask-desktop,747,CSS,🌐 🔌 The MetaMask desktop app enables browsing Ethereum blockchain enabled websites,https://github.com/MetaMask-AI/metamask-desktop,2026-08-28T08:07:10Z
yding-git/personal-edge-proxy,682,N/A,"A practical multi-inbound, multi-outbound personal proxy setup with Xray, Hysteria2, REALITY Vision,",https://github.com/yding-git/personal-edge-proxy,2026-08-24T16:35:49Z
Nanako0129/sepia,673,N/A,"De-AI writing skill for Claude Code, Codex, Grok Build, and Antigravity — narrative-architecture rep",https://github.com/Nanako0129/sepia,2026-08-28T05:56:49Z
