name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,514102,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-06-11T02:47:22Z
sindresorhus/awesome,474630,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-06-11T02:45:42Z
freeCodeCamp/freeCodeCamp,446603,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-06-11T02:33:39Z
public-apis/public-apis,440719,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-06-11T02:46:41Z
EbookFoundation/free-programming-books,390068,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-06-11T02:45:12Z
openclaw/openclaw,378034,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-06-11T02:46:07Z
nilbuild/developer-roadmap,356722,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-06-11T02:36:33Z
donnemartin/system-design-primer,352554,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-06-11T02:36:40Z
jwasham/coding-interview-university,351094,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-06-11T02:39:36Z
vinta/awesome-python,302285,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-06-11T02:38:07Z
