name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,465715,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-02-14T01:17:23Z
sindresorhus/awesome,437237,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-02-14T01:10:58Z
freeCodeCamp/freeCodeCamp,437039,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-02-14T01:14:59Z
public-apis/public-apis,398275,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-02-14T01:16:49Z
EbookFoundation/free-programming-books,382505,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-02-14T01:06:23Z
kamranahmedse/developer-roadmap,348989,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-02-14T01:14:49Z
jwasham/coding-interview-university,336973,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-02-14T01:07:01Z
donnemartin/system-design-primer,335263,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-02-14T00:57:34Z
vinta/awesome-python,282720,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-02-14T01:09:43Z
996icu/996.ICU,275463,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2026-02-13T21:22:27Z
