name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,504304,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-05-25T02:39:04Z
sindresorhus/awesome,469756,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-05-25T02:37:42Z
freeCodeCamp/freeCodeCamp,445384,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-05-25T02:30:33Z
public-apis/public-apis,437004,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-05-25T02:35:28Z
EbookFoundation/free-programming-books,388927,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-05-25T02:29:54Z
openclaw/openclaw,374426,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-05-25T02:37:33Z
nilbuild/developer-roadmap,355395,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-05-25T02:20:57Z
donnemartin/system-design-primer,350131,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-05-25T02:35:05Z
jwasham/coding-interview-university,347358,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-05-25T02:36:48Z
vinta/awesome-python,299432,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-05-25T02:29:26Z
