coin,price_usd,market_cap,change_24h,collected_at,trend
bitcoin,92774.0,1851519194829.7732,-1.1392581806028657,2026-01-07T01:05:50.905065,📉
cardano,0.413984,15179765308.448,-2.7119012093376975,2026-01-07T01:05:50.905084,📉
ethereum,3263.44,393362101251.0215,1.3822810027569596,2026-01-07T01:05:50.905086,📈
polkadot,2.2,3634697009.6558657,-0.6718641799339975,2026-01-07T01:05:50.905088,📉
solana,140.16,79054503968.5168,1.6430296562452307,2026-01-07T01:05:50.905090,📈
