name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,503052,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-05-22T02:27:21Z
sindresorhus/awesome,468819,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-05-22T02:34:56Z
freeCodeCamp/freeCodeCamp,445257,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-05-22T02:14:36Z
public-apis/public-apis,436429,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-05-22T02:26:11Z
EbookFoundation/free-programming-books,388696,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-05-22T02:05:20Z
openclaw/openclaw,373778,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-05-22T02:30:59Z
nilbuild/developer-roadmap,355213,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-05-22T02:33:40Z
donnemartin/system-design-primer,349735,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-05-22T02:34:44Z
jwasham/coding-interview-university,347200,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-05-22T02:25:10Z
vinta/awesome-python,298909,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-05-22T02:34:47Z
