name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,462797,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-02-02T01:12:48Z
freeCodeCamp/freeCodeCamp,436626,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-02-02T00:50:00Z
sindresorhus/awesome,434242,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-02-02T01:11:28Z
public-apis/public-apis,394727,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-02-02T00:56:33Z
EbookFoundation/free-programming-books,381767,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-02-02T01:20:35Z
kamranahmedse/developer-roadmap,348414,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-02-02T01:17:25Z
jwasham/coding-interview-university,336633,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-02-02T01:08:45Z
donnemartin/system-design-primer,334105,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-02-02T00:40:08Z
vinta/awesome-python,280986,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-02-02T00:49:41Z
996icu/996.ICU,275406,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2026-02-01T20:30:41Z
