city,temperature_c,temperature_f,condition,humidity,wind_speed_kmph,collected_at
Seattle,9,48,Partly cloudy,80,10,2025-11-25T01:00:32.849437
San Francisco,16,60,Sunny,78,7,2025-11-25T01:00:47.189603
