name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,483456,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-03-26T01:27:32Z
sindresorhus/awesome,448846,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-03-26T01:25:34Z
freeCodeCamp/freeCodeCamp,438831,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-03-26T01:11:10Z
public-apis/public-apis,416108,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-03-26T01:23:24Z
EbookFoundation/free-programming-books,384581,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-03-26T01:23:19Z
kamranahmedse/developer-roadmap,351658,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-03-26T01:06:07Z
donnemartin/system-design-primer,340217,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-03-26T01:23:35Z
jwasham/coding-interview-university,338246,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-03-26T01:03:11Z
openclaw/openclaw,335988,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-03-26T01:27:10Z
vinta/awesome-python,288996,Python,"An opinionated list of Python frameworks, libraries, tools, and resources.",https://github.com/vinta/awesome-python,2026-03-26T01:23:19Z
