name,stars,language,description,url,created_at
bozhouDev/codex-orange-book,2102,HTML,Codex 橙皮书：从安装到实战案例的全链路 Codex 使用指南（非官方开源，含可下载 PDF）,https://github.com/bozhouDev/codex-orange-book,2026-06-23T02:36:54Z
lyra81604/zhengxi-views,1055,Python,可溯源的郑希(易方达基金经理)投研 Agent Skill——基于他全部公开观点原文 + 有原话佐证的投资方法 + 全市场基金真实数据，能溯源问答、按他框架给基金打分，绝不杜撰。⚠️仅研究学习辅助，不,https://github.com/lyra81604/zhengxi-views,2026-06-20T04:27:07Z
kanavtwtgg/birds.cafe,783,JavaScript,No description,https://github.com/kanavtwtgg/birds.cafe,2026-06-21T13:57:28Z
BohemiaInteractive/CWR,561,C++,Arma: Cold War Assault Remastered Source Code Repository.,https://github.com/BohemiaInteractive/CWR,2026-06-22T12:56:54Z
QwenLM/Qwen-AgentWorld,548,Python,Qwen-AgentWorld: Language World Models for General Agents,https://github.com/QwenLM/Qwen-AgentWorld,2026-06-22T13:48:37Z
yo-WASSUP/Good-Badminton,543,Python,🏸  AI Badminton Hawk-Eye System,https://github.com/yo-WASSUP/Good-Badminton,2026-06-20T10:16:22Z
HKUDS/AgentSpace,447,TypeScript,"""AgentSpace: Human + Agents. One Team. One Workspace""",https://github.com/HKUDS/AgentSpace,2026-06-22T04:08:03Z
overflowy/make-look-scanned,420,Go,Makes PDFs look scanned (CLI or in the browser via WASM),https://github.com/overflowy/make-look-scanned,2026-06-20T17:39:59Z
benchflow-ai/awesome-evals,420,N/A,"A curated, non-BS library of the best resources for building and evaluating AI agents — papers, blog",https://github.com/benchflow-ai/awesome-evals,2026-06-24T08:10:33Z
Yu9191/wloc,412,JavaScript,修改 Apple 网络定位（gs-loc）返回坐标 · 支持 Surge / Quantumult X / Loon / Stash · 快捷指令一键设置/恢复定位,https://github.com/Yu9191/wloc,2026-06-24T06:15:30Z
