name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,474834,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-03-14T00:55:04Z
sindresorhus/awesome,445273,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-03-14T01:11:39Z
freeCodeCamp/freeCodeCamp,438082,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-03-14T01:13:17Z
public-apis/public-apis,409481,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-03-14T01:14:25Z
EbookFoundation/free-programming-books,383961,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-03-14T01:13:08Z
kamranahmedse/developer-roadmap,350850,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-03-14T00:52:03Z
donnemartin/system-design-primer,338745,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-03-14T01:02:41Z
jwasham/coding-interview-university,337793,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-03-14T01:02:25Z
openclaw/openclaw,310769,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-03-14T01:15:08Z
vinta/awesome-python,286995,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-03-14T01:07:47Z
