name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,467266,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-02-20T01:07:55Z
sindresorhus/awesome,438682,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-02-20T01:11:44Z
freeCodeCamp/freeCodeCamp,437296,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-02-20T00:45:20Z
public-apis/public-apis,399186,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-02-20T01:17:19Z
EbookFoundation/free-programming-books,382800,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-02-20T00:52:08Z
kamranahmedse/developer-roadmap,349418,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-02-20T00:49:11Z
jwasham/coding-interview-university,337187,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-02-20T01:07:22Z
donnemartin/system-design-primer,335902,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-02-20T01:15:39Z
vinta/awesome-python,283682,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-02-20T01:11:38Z
996icu/996.ICU,275494,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2026-02-19T22:48:33Z
