name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,498315,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-05-01T02:07:37Z
sindresorhus/awesome,460668,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-05-01T02:10:58Z
freeCodeCamp/freeCodeCamp,443947,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-05-01T02:06:40Z
public-apis/public-apis,429563,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-05-01T02:12:02Z
EbookFoundation/free-programming-books,387439,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-05-01T01:38:01Z
openclaw/openclaw,366819,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-05-01T02:10:20Z
nilbuild/developer-roadmap,353951,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-05-01T02:08:38Z
donnemartin/system-design-primer,346454,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-05-01T02:07:14Z
jwasham/coding-interview-university,343363,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-05-01T01:58:56Z
vinta/awesome-python,295281,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-05-01T02:03:18Z
