name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,519696,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-06-26T02:22:21Z
sindresorhus/awesome,478835,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-06-26T02:34:13Z
freeCodeCamp/freeCodeCamp,450529,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-06-26T02:31:59Z
public-apis/public-apis,444256,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-06-26T02:22:12Z
EbookFoundation/free-programming-books,390804,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-06-26T02:06:59Z
openclaw/openclaw,380468,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-06-26T02:33:39Z
nilbuild/developer-roadmap,358308,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-06-26T02:23:42Z
donnemartin/system-design-primer,354885,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-06-26T02:31:38Z
jwasham/coding-interview-university,353958,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-06-26T02:32:35Z
vinta/awesome-python,304834,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-06-26T02:30:04Z
