name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,502309,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-05-19T02:27:43Z
sindresorhus/awesome,467822,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-05-19T02:29:58Z
freeCodeCamp/freeCodeCamp,445099,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-05-19T02:28:09Z
public-apis/public-apis,435741,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-05-19T02:23:27Z
EbookFoundation/free-programming-books,388513,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-05-19T02:28:09Z
openclaw/openclaw,372990,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-05-19T02:29:29Z
nilbuild/developer-roadmap,355037,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-05-19T02:30:28Z
donnemartin/system-design-primer,349183,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-05-19T02:15:30Z
jwasham/coding-interview-university,347025,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-05-19T02:12:26Z
vinta/awesome-python,298405,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-05-19T02:28:22Z
