name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,485692,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-04-03T01:22:17Z
sindresorhus/awesome,451275,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-04-03T01:23:49Z
freeCodeCamp/freeCodeCamp,440596,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-04-03T01:13:29Z
public-apis/public-apis,418521,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-04-03T01:21:09Z
EbookFoundation/free-programming-books,384920,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-04-03T01:22:16Z
kamranahmedse/developer-roadmap,352102,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-04-03T01:27:14Z
openclaw/openclaw,346075,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-04-03T01:27:35Z
donnemartin/system-design-primer,341138,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-04-03T01:23:06Z
jwasham/coding-interview-university,340186,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-04-03T01:19:14Z
vinta/awesome-python,290348,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-04-03T01:23:51Z
