name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,438184,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2025-11-15T00:54:42Z
freeCodeCamp/freeCodeCamp,432112,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2025-11-15T00:48:24Z
sindresorhus/awesome,414661,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2025-11-15T00:57:41Z
public-apis/public-apis,378486,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2025-11-15T00:41:26Z
EbookFoundation/free-programming-books,376844,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2025-11-15T00:58:10Z
kamranahmedse/developer-roadmap,343586,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2025-11-15T00:21:53Z
jwasham/coding-interview-university,333321,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2025-11-15T00:27:56Z
donnemartin/system-design-primer,326477,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2025-11-15T00:52:14Z
996icu/996.ICU,274809,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2025-11-14T17:11:45Z
vinta/awesome-python,269357,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2025-11-15T00:51:19Z
