title,url,score,comments,by,hn_url
Why Book Corners won't sync contributions back to OpenStreetMap,https://www.andreagrandi.it/posts/why-book-corners-wont-sync-contributions-back-to-openstreetmap/,37,13,pizzaiolo,https://news.ycombinator.com/item?id=49149746
"CP/M-386 – CP/M for 386 protected mode, derived from CP/M‑68K",https://github.com/johnsonjh/cpm386,17,4,TMWNN,https://news.ycombinator.com/item?id=49149898
Karpathy’s Pelican,https://twitter.com/karpathy/status/2083749667410727319,440,340,delichon,https://news.ycombinator.com/item?id=49140998
Autoregressive Language Model on the 6502 Processor,https://mattbeton.com/blog/bitnet-6502.html,57,6,nmstoker,https://news.ycombinator.com/item?id=49122655
Show HN: Isopolis – isometric pixel map of SF,https://sf.isopolis.city/,20,3,nuwandavek,https://news.ycombinator.com/item?id=49149966
Show HN: Kakehashi – Experimental userspace to run macOS binaries on Linux ARM,https://github.com/wie-project/kakehashi,183,38,vlad_kalinkin,https://news.ycombinator.com/item?id=49145937
Note-Taking and Personal Knowledge Management,https://unattributed.cc/note-taking-and-personal-knowledge-management,131,38,surprisetalk,https://news.ycombinator.com/item?id=49084324
Developers are attached to tools because tools encode trust,https://stackoverflow.blog/2026/07/29/developers-are-attached-to-tools-because-tools-encode-trust/,150,77,HieronymusBosch,https://news.ycombinator.com/item?id=49097961
Read the Novels and Forget Everything Else,https://hedgehogreview.com/web-features/thr/posts/read-the-novels-and-forget-everything-else,55,25,samclemens,https://news.ycombinator.com/item?id=49129676
RFC 9851: TLS 1.2 is in Feature Freeze,https://www.rfc-editor.org/rfc/rfc9851.html,8,1,Jimmc414,https://news.ycombinator.com/item?id=49150181
