title,url,score,comments,by,hn_url
Claude Opus 5,https://www.anthropic.com/news/claude-opus-5,1311,708,alvis,https://news.ycombinator.com/item?id=49038433
Postgres LISTEN/NOTIFY actually scales,https://www.dbos.dev/blog/postgres-listen-notify-scalability,202,37,KraftyOne,https://news.ycombinator.com/item?id=49040296
Opus 5 is currently #1 on Artificial Analysis Intelligence Leaderboard,https://artificialanalysis.ai/models,140,84,aarondong,https://news.ycombinator.com/item?id=49040741
My security camera shipped a GitHub admin token in its login page,https://hhh.hn/hanwha-github-token/,511,177,hhh,https://news.ycombinator.com/item?id=49034292
Show HN: I simulated closing the Strait of Hormuz on real oil trade data,https://globaloilnetwork.staffinganalytics.io/,94,42,eliotho,https://news.ycombinator.com/item?id=49020545
"Sperm Whales blow bubbles to achieve restful, vertical sleep",https://news.st-andrews.ac.uk/archive/sperm-whales-blow-bubbles-to-achieve-restful-vertical-sleep/,27,1,hhs,https://news.ycombinator.com/item?id=49042751
India's first privately-developed rocket reaches orbit on debut launch,https://arstechnica.com/space/2026/07/indias-first-privately-developed-rocket-reaches-orbit-on-dramatic-debut-launch/,493,144,sohkamyung,https://news.ycombinator.com/item?id=48973835
Designing an Ethernet Switch ASIC,https://essenceia.github.io/projects/ethernet_switch_asic/,107,32,random__duck,https://news.ycombinator.com/item?id=48985182
"If coding has been solved, why does software keep getting worse?",https://ptrchm.com/posts/nothing-works-and-everyone-is-euphoric/,528,412,pchm,https://news.ycombinator.com/item?id=49033004
"An old patent inspired the new ""Y-zipper"", a three-sided fastener",https://news.mit.edu/2026/three-sided-y-zipper-design-0504,130,30,crescit_eundo,https://news.ycombinator.com/item?id=49008512
