name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,456031,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-01-13T01:02:12Z
freeCodeCamp/freeCodeCamp,435788,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-01-13T01:01:37Z
sindresorhus/awesome,429073,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-01-13T00:58:48Z
public-apis/public-apis,390782,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-01-13T00:56:51Z
EbookFoundation/free-programming-books,380369,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-01-13T00:55:22Z
kamranahmedse/developer-roadmap,347121,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-01-13T00:55:54Z
jwasham/coding-interview-university,335809,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-01-13T00:57:37Z
donnemartin/system-design-primer,332071,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-01-13T00:55:35Z
vinta/awesome-python,277950,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-01-13T00:56:58Z
996icu/996.ICU,275149,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2026-01-13T00:15:46Z
