name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,450766,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2025-12-22T01:05:05Z
freeCodeCamp/freeCodeCamp,435058,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2025-12-22T00:59:23Z
sindresorhus/awesome,424037,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2025-12-22T01:00:36Z
public-apis/public-apis,387103,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2025-12-22T01:05:14Z
EbookFoundation/free-programming-books,379148,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2025-12-22T00:45:47Z
kamranahmedse/developer-roadmap,345845,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2025-12-22T01:01:49Z
jwasham/coding-interview-university,334994,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2025-12-22T00:42:33Z
donnemartin/system-design-primer,329871,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2025-12-22T00:59:37Z
996icu/996.ICU,275053,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2025-12-22T00:19:34Z
vinta/awesome-python,274796,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2025-12-22T00:20:43Z
