name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,492560,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-04-22T01:48:26Z
sindresorhus/awesome,457677,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-04-22T01:44:46Z
freeCodeCamp/freeCodeCamp,443329,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-04-22T01:37:31Z
public-apis/public-apis,425676,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-04-22T01:42:10Z
EbookFoundation/free-programming-books,385833,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-04-22T01:47:42Z
openclaw/openclaw,361905,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-04-22T01:49:23Z
kamranahmedse/developer-roadmap,353339,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-04-22T01:19:03Z
donnemartin/system-design-primer,343600,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-04-22T01:44:14Z
jwasham/coding-interview-university,341366,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-04-22T01:46:23Z
vinta/awesome-python,293690,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-04-22T01:46:44Z
