name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,517454,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-06-20T02:34:20Z
sindresorhus/awesome,477187,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-06-20T02:34:20Z
freeCodeCamp/freeCodeCamp,449809,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-06-20T02:32:22Z
public-apis/public-apis,442913,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-06-20T02:33:49Z
EbookFoundation/free-programming-books,390527,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-06-20T01:37:41Z
openclaw/openclaw,379536,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-06-20T02:33:20Z
nilbuild/developer-roadmap,357745,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-06-20T02:22:35Z
donnemartin/system-design-primer,353956,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-06-20T02:23:54Z
jwasham/coding-interview-university,353083,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-06-20T02:31:34Z
vinta/awesome-python,303824,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-06-20T02:32:27Z
