name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,496844,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-04-27T01:59:40Z
sindresorhus/awesome,459304,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-04-27T01:56:30Z
freeCodeCamp/freeCodeCamp,443636,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-04-27T01:41:33Z
public-apis/public-apis,426700,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-04-27T01:54:39Z
EbookFoundation/free-programming-books,386108,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-04-27T01:44:16Z
openclaw/openclaw,364670,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-04-27T01:59:00Z
nilbuild/developer-roadmap,353706,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-04-27T01:55:17Z
donnemartin/system-design-primer,344665,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-04-27T01:54:35Z
jwasham/coding-interview-university,342888,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-04-27T01:50:06Z
vinta/awesome-python,294526,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-04-27T01:33:52Z
