title,url,score,comments,by,hn_url
.self: A new top-level domain designed to support self-hosting,https://hccf.onmy.cloud/2026/06/21/reclaiming-our-digital-selves-hccfs-vision-for-a-human-centered-top-level-domain/,353,199,HumanCCF,https://news.ycombinator.com/item?id=48724230
Qwen 3.6 27B is the sweet spot for local development,https://quesma.com/blog/qwen-36-is-awesome/,630,522,stared,https://news.ycombinator.com/item?id=48721903
Free the Icons,https://weblog.rogueamoeba.com/2026/06/26/free-the-icons/,236,63,zdw,https://news.ycombinator.com/item?id=48698908
"Memory Safe Context Switching (longjmp, setjmp) in Fil-C",https://fil-c.org/context_switches,35,14,modeless,https://news.ycombinator.com/item?id=48727177
Exploring PDP-1 Lisp (1960),https://obsolescence.dev/pdp1-lisp-introduction.html,17,12,ozymandiax,https://news.ycombinator.com/item?id=48727323
"LongCat-2.0, a large-scale MoE model with 1.6T total and 48B Active",https://longcat.chat/blog/longcat-2.0/,29,6,benjiro29,https://news.ycombinator.com/item?id=48727116
Why Won't Europe Build AI Data Centers in Iceland?,https://mrkt30.com/why-wont-europe-build-ai-data-centers-in-iceland/,12,6,type0,https://news.ycombinator.com/item?id=48727538
Rocketlab acquires Iridium,https://investors.rocketlabcorp.com/news-releases/news-release-details/rocket-lab-acquire-iridium-historic-deal-creating-fully,374,231,everfrustrated,https://news.ycombinator.com/item?id=48719485
Scientists find molecular-level evidence for two structures in liquid water,https://phys.org/news/2026-06-scientists-molecular-evidence-liquid.html,67,22,wglb,https://news.ycombinator.com/item?id=48726073
Ornith-1.0: self-improving open-source models for agentic coding,https://github.com/deepreinforce-ai/Ornith-1,161,32,danboarder,https://news.ycombinator.com/item?id=48722052
