title,url,score,comments,by,hn_url
Boot a Virtual iPhone via Apple's Virtualization.framework,https://github.com/Lakr233/vphone-cli,171,60,hentrep,https://news.ycombinator.com/item?id=49485267
GUIs should be fully keyboard-driven,https://ckardaris.com/blog/2026/08/28/keyboard-driven-guis.html,686,335,ckardaris,https://news.ycombinator.com/item?id=49479837
TurboKV: Insanely fast Rust key-value store,https://github.com/kingroryg/turbokv,41,12,rgbimbochamp,https://news.ycombinator.com/item?id=49486334
9th Circuit sides with states in Kalshi gambling fight,https://azmirror.com/2026/08/28/9th-circuit-sides-with-states-in-kalshi-gambling-fight-potentially-reviving-arizonas-prosecution/,97,71,hungryhobbit,https://news.ycombinator.com/item?id=49485452
Htmx 4.0,https://four.htmx.org/announcements/2026-08-28-htmx-4.0.0-is-released,575,142,rmsaksida,https://news.ycombinator.com/item?id=49478178
Our decision on Cursor following its acquisition by SpaceX,https://openai.com/index/our-decision-on-cursor-following-its-acquisition-by-spacex/,249,89,meetpateltech,https://news.ycombinator.com/item?id=49486172
Does the Sumerian King List Align with Paleoclimate Events?,https://www.vectorian.be/articles/2026-06-07/sumerian-king-list-paleoclimate-alignment-explorer/,73,24,dev_l1x_be,https://news.ycombinator.com/item?id=49485532
I accidentally turned LLM memory into program analysis,https://pwning.systems/posts/llm-memory-program-analysis/,72,13,matt_d,https://news.ycombinator.com/item?id=49485416
"StemDeck, a free, open-source and local AI stem separator",https://github.com/stemdeckapp/stemdeck,49,12,thclpr,https://news.ycombinator.com/item?id=49486081
U.S. sanctions against the A/I Collective,https://www.inventati.org/,528,498,exiguus,https://news.ycombinator.com/item?id=49477854
