name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,512249,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-06-06T02:25:37Z
sindresorhus/awesome,473240,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-06-06T02:25:27Z
freeCodeCamp/freeCodeCamp,446271,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-06-06T02:13:31Z
public-apis/public-apis,439647,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-06-06T02:19:14Z
EbookFoundation/free-programming-books,389746,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-06-06T02:18:40Z
openclaw/openclaw,377123,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-06-06T02:25:08Z
nilbuild/developer-roadmap,356359,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-06-06T02:24:41Z
donnemartin/system-design-primer,351900,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-06-06T02:24:16Z
jwasham/coding-interview-university,350412,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-06-06T02:25:13Z
vinta/awesome-python,301495,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-06-06T02:25:07Z
