name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,461642,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-01-29T01:13:32Z
freeCodeCamp/freeCodeCamp,436434,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-01-29T01:06:34Z
sindresorhus/awesome,432859,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-01-29T01:16:28Z
public-apis/public-apis,394058,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-01-29T00:53:06Z
EbookFoundation/free-programming-books,381309,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-01-29T00:50:18Z
kamranahmedse/developer-roadmap,348173,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-01-29T01:12:26Z
jwasham/coding-interview-university,336359,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-01-29T01:01:32Z
donnemartin/system-design-primer,333667,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-01-29T01:13:15Z
vinta/awesome-python,280356,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-01-29T01:14:44Z
996icu/996.ICU,275354,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2026-01-28T16:43:04Z
