name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,481779,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-03-21T01:13:17Z
sindresorhus/awesome,447352,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-03-21T01:13:38Z
freeCodeCamp/freeCodeCamp,438580,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-03-21T01:12:43Z
public-apis/public-apis,412734,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-03-21T01:13:50Z
EbookFoundation/free-programming-books,384311,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-03-21T01:12:28Z
kamranahmedse/developer-roadmap,351286,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-03-21T01:10:18Z
donnemartin/system-design-primer,339583,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-03-21T01:10:48Z
jwasham/coding-interview-university,338008,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-03-21T01:00:31Z
openclaw/openclaw,327186,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-03-21T01:13:21Z
vinta/awesome-python,288180,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-03-21T01:12:53Z
