title,url,score,comments,by,hn_url
Actively exploited sandbox RCE in all Chromium versions,https://nvd.nist.gov/vuln/detail/cve-2026-85046,247,140,negura,https://news.ycombinator.com/item?id=49570669
Formalizing Fermat's Last Theorem,https://www.anthropic.com/research/formalizing-fermats-last-theorem,498,319,jlebar,https://news.ycombinator.com/item?id=49568506
Discovery of a new OpenAI agent message board,https://collusion.wiki/,1491,1191,moultano,https://news.ycombinator.com/item?id=49563355
Artificial Analysis Intelligence Index v4.2,https://artificialanalysis.ai/articles/artificial-analysis-intelligence-index-v4-2,49,14,nojs,https://news.ycombinator.com/item?id=49571632
Statichost.eu – European static site hosting,https://www.statichost.eu/,175,55,p4bl0,https://news.ycombinator.com/item?id=49569896
GPT-6 Astra on OpenRouter,https://openrouter.ai/openai/gpt-6-astra,124,65,Topfi,https://news.ycombinator.com/item?id=49570545
Shutting down our public encrypted DNS,https://mullvad.net/en/blog/shutting-down-our-public-encrypted-dns-servers-and-sponsoring-quad9-instead,255,101,mywacaday,https://news.ycombinator.com/item?id=49568579
Can AI design circuit boards yet?,https://eebench.org/blog/can-ai-design-circuit-boards-yet/,169,109,iopapa,https://news.ycombinator.com/item?id=49569366
Portal by Spotify cut my Claude Code token usage by 90%,https://engineering.atspotify.com/2026/9/portal-by-spotify-cut-my-claude-code-token-usage-by-90,40,10,cebert,https://news.ycombinator.com/item?id=49571465
Reversing MikroTik's Silent Patch: The RouterOS 7.23.4 Fix They Wouldn't Explain,https://npratley.net/reversing-mikrotiks-silent-patch-the-routeros-7-23-4-fix-they-wouldnt-explain/,18,4,ytch,https://news.ycombinator.com/item?id=49571627
