name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,465064,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-02-11T01:27:24Z
freeCodeCamp/freeCodeCamp,436987,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-02-11T00:52:37Z
sindresorhus/awesome,436566,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-02-11T01:28:12Z
public-apis/public-apis,397697,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-02-11T01:22:34Z
EbookFoundation/free-programming-books,382432,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-02-11T01:11:30Z
kamranahmedse/developer-roadmap,348875,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-02-10T23:55:52Z
jwasham/coding-interview-university,336929,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-02-11T01:23:28Z
donnemartin/system-design-primer,334981,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-02-11T00:47:40Z
vinta/awesome-python,282290,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-02-11T01:23:51Z
996icu/996.ICU,275471,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2026-02-11T01:27:10Z
