name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,483121,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-03-25T01:20:07Z
sindresorhus/awesome,448580,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-03-25T01:15:35Z
freeCodeCamp/freeCodeCamp,438788,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-03-24T23:55:46Z
public-apis/public-apis,415730,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-03-25T01:21:20Z
EbookFoundation/free-programming-books,384538,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-03-24T23:45:19Z
kamranahmedse/developer-roadmap,351617,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-03-25T01:17:02Z
donnemartin/system-design-primer,340106,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-03-25T01:19:10Z
jwasham/coding-interview-university,338208,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-03-25T00:42:41Z
openclaw/openclaw,334442,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-03-25T01:22:35Z
vinta/awesome-python,288816,Python,"An opinionated list of Python frameworks, libraries, tools, and resources.",https://github.com/vinta/awesome-python,2026-03-25T01:10:29Z
