title,url,score,comments,by,hn_url
Making a Python interpreter in 1024 bytes,https://austinhenley.com/blog/python1024.html,91,33,azhenley,https://news.ycombinator.com/item?id=49591876
GrapheneOS Overhauled Default Apps and Secure Clipboard,https://grapheneos.social/@GrapheneOS/117225539756835649,199,123,Cider9986,https://news.ycombinator.com/item?id=49590512
It took a year to ship WebAssembly in Anubis,https://anubis.techaro.lol/blog/2026/anubis-wasm/,144,87,xena,https://news.ycombinator.com/item?id=49590611
Ponytail: Lazy Senior Engineer Skill,https://ponytail.dev/,6,2,zatkin,https://news.ycombinator.com/item?id=49592706
Your intellectual fly is open when you use an LLM to author a post (2025),https://bcantrill.dtrace.org/2025/12/05/your-intellectual-fly-is-open/,529,342,cyb0rg0,https://news.ycombinator.com/item?id=49585644
Show HN: Mador – Make any DOM reactive with a tiny 80-line Proxy state tuple,https://github.com/marsbos/mador,68,22,bosmarcel,https://news.ycombinator.com/item?id=49590738
Nitter and XCancel resume service after legal advice,https://github.com/zedeus/nitter/commit/1428b4c2b4246f92a7e5b2673438e5fb39fcc4a3,477,248,zImPatrick,https://news.ycombinator.com/item?id=49588988
Is mathematics about to enter the conservatory?,https://mbmccoy.dev/posts/mathematical-conservatory/,21,31,_alternator_,https://news.ycombinator.com/item?id=49591793
Harnessing the Universal Geometry of Embeddings,https://arxiv.org/abs/2505.12540,45,11,ur-whale,https://news.ycombinator.com/item?id=49590595
Babylonian Lamb Stew with Beets (1750–1730 BCE),https://babylonian-collection.yale.edu/about/babylonian-cooking,100,54,yubblegum,https://news.ycombinator.com/item?id=49554622
