name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,489526,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-04-13T01:54:30Z
sindresorhus/awesome,454617,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-04-13T01:53:48Z
freeCodeCamp/freeCodeCamp,442719,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-04-13T01:53:00Z
public-apis/public-apis,421135,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-04-13T01:54:48Z
EbookFoundation/free-programming-books,385412,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-04-13T01:47:01Z
openclaw/openclaw,355741,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-04-13T01:54:14Z
kamranahmedse/developer-roadmap,352779,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-04-13T01:47:58Z
donnemartin/system-design-primer,342442,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-04-13T01:31:20Z
jwasham/coding-interview-university,340818,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-04-13T01:32:25Z
vinta/awesome-python,291972,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-04-13T01:44:56Z
