title,url,score,comments,by,hn_url
Astra for Law,https://openai.com/index/astra-for-law/,330,362,vertigoruntime,https://news.ycombinator.com/item?id=49745940
Bonsai 2 27B: Near-Lossless Compression in a 9x Smaller Footprint,https://prismml.com/news/bonsai-2-27b,247,75,JonSchneider,https://news.ycombinator.com/item?id=49746618
"Bend – A language that blocks AI mistakes via proof, on CPU and GPU",https://bend-lang.com/,302,155,nicolas-siplis,https://news.ycombinator.com/item?id=49746163
"Goose: 1.16x faster than C++ and 1.12x than safe Rust, while memory safe",https://github.com/aardappel/goose/tree/master,31,27,bobbydigitales,https://news.ycombinator.com/item?id=49748954
Hister: A private search engine for the pages you visit and the files you keep,https://github.com/asciimoo/hister,478,137,bookofjoe,https://news.ycombinator.com/item?id=49743097
Wax motor,https://en.wikipedia.org/wiki/Wax_motor,252,50,mhb,https://news.ycombinator.com/item?id=49726007
Fujitsu launches made-in-Japan next-generation CPU FUJITSU-MONAKA,https://global.fujitsu/en-global/pr/news/2026/09/14-02,520,198,my123,https://news.ycombinator.com/item?id=49715813
Alibaba releases Qwen 3.8 Omni Flash,https://qwen.ai/blog?id=qwen3.8-omni-flash,34,5,jjcm,https://news.ycombinator.com/item?id=49747925
Telstra outage: The night a network decided the year was 2006,https://www.netnod.se/blog/telstra-outage-night-network-decided-year-was-2006,12,3,TMWNN,https://news.ycombinator.com/item?id=49748957
Flet 1.0 – Build cross-platform apps in Python,https://flet.dev/,64,34,absqueued,https://news.ycombinator.com/item?id=49746290
