coin,price_usd,market_cap,change_24h,collected_at,trend
bitcoin,87238.0,1741429057671.4844,-2.1456234374691125,2026-01-26T01:12:06.812889,📉
cardano,0.346242,12712725124.560387,-3.4341955278787877,2026-01-26T01:12:06.812896,📉
ethereum,2866.75,345785171962.5664,-2.9412757965527407,2026-01-26T01:12:06.812898,📉
polkadot,1.85,3057000857.39181,-4.320170461664738,2026-01-26T01:12:06.812899,📉
solana,120.64,67885809042.62486,-5.080974563510556,2026-01-26T01:12:06.812900,📉
