name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,453457,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-01-02T00:16:19Z
freeCodeCamp/freeCodeCamp,435444,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-01-02T00:41:49Z
sindresorhus/awesome,426509,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-01-02T00:40:57Z
public-apis/public-apis,388941,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-01-02T00:43:16Z
EbookFoundation/free-programming-books,379732,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-01-01T23:56:00Z
kamranahmedse/developer-roadmap,346476,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-01-02T00:58:23Z
jwasham/coding-interview-university,335486,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-01-02T00:50:28Z
donnemartin/system-design-primer,331008,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-01-02T00:53:26Z
vinta/awesome-python,276368,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-01-02T00:43:57Z
996icu/996.ICU,275094,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2026-01-01T22:15:01Z
