name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,483731,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-03-27T01:13:54Z
sindresorhus/awesome,449163,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-03-27T01:16:13Z
freeCodeCamp/freeCodeCamp,438872,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-03-27T00:54:31Z
public-apis/public-apis,416490,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-03-27T01:27:40Z
EbookFoundation/free-programming-books,384622,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-03-27T01:23:55Z
kamranahmedse/developer-roadmap,351733,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-03-27T00:38:59Z
donnemartin/system-design-primer,340322,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-03-27T01:10:04Z
jwasham/coding-interview-university,338275,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-03-27T01:05:10Z
openclaw/openclaw,337417,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-03-27T01:27:42Z
vinta/awesome-python,289183,Python,"An opinionated list of Python frameworks, libraries, tools, and resources.",https://github.com/vinta/awesome-python,2026-03-27T01:25:13Z
