title,url,score,comments,by,hn_url
Paul Atkins Misreads Adam Smith and the American Founding,https://sites.duke.edu/thefinregblog/2026/08/03/paul-atkins-misreads-adam-smith-and-the-american-founding/,47,1,zaik,https://news.ycombinator.com/item?id=49395040
Kobo can run apps now,https://bandarlabs.github.io/Cobalt/,407,138,thepoet,https://news.ycombinator.com/item?id=49390427
Felony Bench,https://www.felonybench.com/,495,221,colinprince,https://news.ycombinator.com/item?id=49389430
Felony charges for citizen deleting phone data at US Border,https://www.nytimes.com/2026/08/21/us/politics/samuel-tunick-deleted-phone-felony.html,522,708,floathub,https://news.ycombinator.com/item?id=49386895
Scientists release biggest 2D map of the universe,https://newscenter.lbl.gov/2026/08/10/scientists-release-biggest-2d-map-of-the-universe/,138,44,NKosmatos,https://news.ycombinator.com/item?id=49392200
Kagi added a setting for removing paywalled links from search results,https://kagi.com/changelog#11296,989,334,speckx,https://news.ycombinator.com/item?id=49388154
"AI boosted homework scores, then exam scores dropped: study",https://www.economist.com/graphic-detail/2026/08/18/does-ai-stop-children-from-learning,223,283,dash2,https://news.ycombinator.com/item?id=49357530
Three important steps in my maturation process,https://thomasdullien.github.io/posts/2026-08-21-three-important-steps-in-my-maturation-process/,25,7,tdullien,https://news.ycombinator.com/item?id=49394496
"Electric shock gloves in use by police departments in Bellevue, Omaha",https://nebraskapublicmedia.org/en/news/news-articles/electric-shock-gloves-already-in-use-by-police-departments-in-bellevue-omaha/,26,33,rendx,https://news.ycombinator.com/item?id=49394985
I accidentally logged hundreds of thousands of phone calls to military bases,https://lina.sh/blog/hijacking-e164-arpa,429,47,gavide,https://news.ycombinator.com/item?id=49387570
