name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,463633,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-02-05T01:13:53Z
freeCodeCamp/freeCodeCamp,436741,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-02-05T01:04:30Z
sindresorhus/awesome,435048,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-02-05T01:11:29Z
public-apis/public-apis,395249,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-02-05T01:13:20Z
EbookFoundation/free-programming-books,382099,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-02-05T01:10:02Z
kamranahmedse/developer-roadmap,348561,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-02-05T00:59:10Z
jwasham/coding-interview-university,336779,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-02-05T01:08:22Z
donnemartin/system-design-primer,334420,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-02-05T01:11:44Z
vinta/awesome-python,281453,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-02-05T01:11:51Z
996icu/996.ICU,275426,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2026-02-04T17:17:48Z
