name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,440730,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2025-11-21T00:51:55Z
freeCodeCamp/freeCodeCamp,432705,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2025-11-21T00:59:19Z
sindresorhus/awesome,416338,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2025-11-21T00:57:14Z
public-apis/public-apis,379780,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2025-11-21T00:41:27Z
EbookFoundation/free-programming-books,377235,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2025-11-21T00:42:08Z
kamranahmedse/developer-roadmap,344015,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2025-11-21T00:37:45Z
jwasham/coding-interview-university,333715,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2025-11-21T00:51:42Z
donnemartin/system-design-primer,327052,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2025-11-21T00:56:22Z
996icu/996.ICU,274860,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2025-11-21T00:47:37Z
vinta/awesome-python,270281,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2025-11-21T00:56:02Z
