name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,492844,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-04-23T01:50:44Z
sindresorhus/awesome,458000,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-04-23T01:53:13Z
freeCodeCamp/freeCodeCamp,443385,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-04-23T01:39:15Z
public-apis/public-apis,425886,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-04-23T01:51:24Z
EbookFoundation/free-programming-books,385888,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-04-23T01:32:19Z
openclaw/openclaw,362452,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-04-23T01:53:38Z
kamranahmedse/developer-roadmap,353412,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-04-23T01:50:22Z
donnemartin/system-design-primer,343728,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-04-23T01:52:46Z
jwasham/coding-interview-university,341696,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-04-23T01:53:08Z
vinta/awesome-python,293865,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-04-23T01:52:36Z
