title,url,score,comments,by,hn_url
Cloud in a Bottle: making self-hosting accessible to everyone,https://cloudinabottle.org/blog/launch-post,108,38,zplizzi,https://news.ycombinator.com/item?id=49582000
The revolt of the reader,https://bcantrill.dtrace.org/2026/09/05/the-revolt-of-the-reader/,114,33,chmaynard,https://news.ycombinator.com/item?id=49580939
"Private German rocket makes history, reaches orbit from European soil",https://www.space.com/space-exploration/launches-spacecraft/isar-aerospace-second-launch-norway-andoya-spaceport-spectrum-rocket,375,197,bookmtn,https://news.ycombinator.com/item?id=49580369
Learn Programming with OCaml,https://usr.lmf.cnrs.fr/lpo/,181,74,elvis70,https://news.ycombinator.com/item?id=49578280
"The ""$60 Gaming PC"" – AMD BC-250 (2025)",https://devquasar.com/hardware/the-60-gaming-pc-amd-bc-250/,280,85,networked,https://news.ycombinator.com/item?id=49576386
Finite time blowup for an averaged three-dimensional Navier-Stokes equation (2014),https://terrytao.wordpress.com/2014/02/04/finite-time-blowup-for-an-averaged-three-dimensional-navier-stokes-equation/,59,23,gmays,https://news.ycombinator.com/item?id=49580329
Discovery of a new OpenAI agent message board,https://collusion.wiki/,2115,1518,moultano,https://news.ycombinator.com/item?id=49563355
How Swiss tables work in Go built-in map,https://victoriametrics.com/blog/go-swiss-table-map/index.html,46,3,valyala,https://news.ycombinator.com/item?id=49548852
Visualizing Rust's Vtables: How dyn Trait Works In Memory,https://sofiabelen.github.io/projects/visualizing-rusts-vtables-how-dyn-trait-works-in-memory/,134,19,torutofu,https://news.ycombinator.com/item?id=49576343
Actively exploited sandbox RCE in all Chromium versions,https://nvd.nist.gov/vuln/detail/cve-2026-85046,746,442,negura,https://news.ycombinator.com/item?id=49570669
