coin,price_usd,market_cap,change_24h,collected_at,trend
bitcoin,95448.0,1906834554848.2617,-0.13532824192780255,2026-01-17T01:03:31.286783,📉
cardano,0.395664,14550086713.78905,0.5997710997508551,2026-01-17T01:03:31.286792,📈
ethereum,3291.82,397201118935.8465,-0.6698275987035185,2026-01-17T01:03:31.286794,📉
polkadot,2.13,3520904136.4950843,0.35479087716685587,2026-01-17T01:03:31.286796,📈
solana,144.27,81573153045.9587,1.2887293607979275,2026-01-17T01:03:31.286797,📈
