name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,470125,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-03-01T01:19:17Z
sindresorhus/awesome,441435,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-03-01T01:22:33Z
freeCodeCamp/freeCodeCamp,437607,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-03-01T00:36:46Z
public-apis/public-apis,401406,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-03-01T01:26:36Z
EbookFoundation/free-programming-books,383357,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-03-01T01:23:35Z
kamranahmedse/developer-roadmap,349898,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-03-01T01:19:54Z
jwasham/coding-interview-university,337503,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-03-01T01:18:27Z
donnemartin/system-design-primer,336958,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-03-01T01:04:58Z
vinta/awesome-python,284963,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-03-01T01:21:08Z
awesome-selfhosted/awesome-selfhosted,275851,N/A,A list of Free Software network services and web applications which can be hosted on your own server,https://github.com/awesome-selfhosted/awesome-selfhosted,2026-03-01T01:23:47Z
