name,stars,language,description,url,created_at
sdli1995/dlssg_for_sm86,1789,N/A,Here is a dlssg for RTX30 Series GPU ,https://github.com/sdli1995/dlssg_for_sm86,2026-09-07T16:16:48Z
openai/NavierStokesAndEuler,1778,Lean,Lean certificates accompanying Navier-Stokes and Euler results,https://github.com/openai/NavierStokesAndEuler,2026-09-08T10:53:38Z
EverettFish/holo-card-studio,1447,Python,"Turn the user's description or uploaded reference into a finished, editable Blender card and an inte",https://github.com/EverettFish/holo-card-studio,2026-09-07T00:41:18Z
Edge0-AI/Edge0,1354,Python,No description,https://github.com/Edge0-AI/Edge0,2026-09-08T13:41:47Z
Vincentwei1021/anything2explainer,945,TypeScript,"Topic in, narrated explainer video out. A Claude Code / Codex skill that turns any topic into a blac",https://github.com/Vincentwei1021/anything2explainer,2026-09-08T17:19:54Z
Faizpi/bank-sampah,919,PHP,No description,https://github.com/Faizpi/bank-sampah,2026-09-11T02:13:29Z
achimala/dream-loop,854,JavaScript,Agent skill for impressive 3D visuals using Blender + image gen + subagent critic,https://github.com/achimala/dream-loop,2026-09-07T14:19:20Z
jtydhr88/screenwriting-skills,749,N/A,No description,https://github.com/jtydhr88/screenwriting-skills,2026-09-06T12:28:23Z
gazijarin/itsgiving,718,Python,"Express yourself in meetings (with memes, of course).",https://github.com/gazijarin/itsgiving,2026-09-08T05:02:01Z
truanayangi-com/truanayangi,568,TypeScript,"Trưa Nay Ăn Gì — run locally with pnpm. Automatic cookie storage; no login, backend or cloud service",https://github.com/truanayangi-com/truanayangi,2026-09-08T08:50:53Z
