name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,502875,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-05-21T02:29:12Z
sindresorhus/awesome,468487,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-05-21T02:32:08Z
freeCodeCamp/freeCodeCamp,445198,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-05-21T02:05:49Z
public-apis/public-apis,436167,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-05-21T02:23:48Z
EbookFoundation/free-programming-books,388647,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-05-21T02:31:02Z
openclaw/openclaw,373591,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-05-21T02:30:53Z
nilbuild/developer-roadmap,355149,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-05-21T02:01:02Z
donnemartin/system-design-primer,349588,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-05-21T02:24:39Z
jwasham/coding-interview-university,347152,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-05-21T02:27:58Z
vinta/awesome-python,298744,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-05-21T02:30:18Z
