name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,490361,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-04-15T01:41:59Z
sindresorhus/awesome,455330,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-04-15T01:45:02Z
freeCodeCamp/freeCodeCamp,442899,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-04-15T01:38:48Z
public-apis/public-apis,421882,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-04-15T01:45:48Z
EbookFoundation/free-programming-books,385532,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-04-15T01:40:03Z
openclaw/openclaw,357408,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-04-15T01:45:28Z
kamranahmedse/developer-roadmap,352944,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-04-15T01:21:25Z
donnemartin/system-design-primer,342794,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-04-15T01:41:31Z
jwasham/coding-interview-university,340937,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-04-15T01:25:48Z
vinta/awesome-python,292328,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-04-15T01:45:46Z
