title,url,score,comments,by,hn_url
DeepSeek V4 Pro 0813,https://openrouter.ai/deepseek/deepseek-v4-pro-0813,724,274,explosion-s,https://news.ycombinator.com/item?id=49274600
Delta,https://zed.dev/blog/introducing-delta,378,124,khy,https://news.ycombinator.com/item?id=49276574
Tailscale Traces Database Corruption to 16y/o SQLite WAL-Reset Bug,https://tailscale.com/blog/sqlite-wal-reset-bug,784,141,ropbear,https://news.ycombinator.com/item?id=49272832
Happy 45th Birthday to the IBM PC and Model F/XT,https://sharktastica.co.uk/articles/pc-fxt-45,20,1,tart-lemonade,https://news.ycombinator.com/item?id=49280103
Qwen3.8-2.4T,https://huggingface.co/Qwen/Qwen3.8-2.4T-A95B,485,104,Philpax,https://news.ycombinator.com/item?id=49273478
What's New in Flutter 3.47,https://flutter.dev/blog/whats-new-in-flutter-3-47,27,16,gumby271,https://news.ycombinator.com/item?id=49280061
Principia Mathematica is modern and insightful,https://okmij.org/ftp/Computation/Impressions/PrincipiaMathematica.html,27,5,matt_d,https://news.ycombinator.com/item?id=49279928
Show HN: Ballet – Workflow automation that writes integrations against any API,https://www.ballet.dev/,12,1,danielkimber,https://news.ycombinator.com/item?id=49280184
Why Target Common Lisp for Code Generation?,http://funcall.blogspot.com/2026/08/why-vibe-code-in-lisp.html,25,22,oumua_don17,https://news.ycombinator.com/item?id=49269429
2026 Eclipse Webcams,https://jonty.github.io/2026_eclipse_webcams/,457,124,zoenolan,https://news.ycombinator.com/item?id=49270953
