title,url,score,comments,by,hn_url
How Bluesky draws its logo on screenshots,https://timmarinin.net/2026/bluesky-screenshots/,169,127,gavide,https://news.ycombinator.com/item?id=49338459
Cursor Origin,https://cursor.com/docs/origin,40,16,peterspath,https://news.ycombinator.com/item?id=49339359
"Quake Shareware, a CD-ROM just a little too full",https://fabiensanglard.net/quake_shareware_cd/index.html,110,50,shdon,https://news.ycombinator.com/item?id=49338328
Fairphone 6 and PostmarketOS working main camera,https://catcrafts.net/posts/fairphone-6-postmarketos-working-main-camera,65,14,pizzaiolo,https://news.ycombinator.com/item?id=49338285
"GPU Offload in Rust: Portable, Safe, and Fast",https://arxiv.org/abs/2608.13759,151,33,linggen,https://news.ycombinator.com/item?id=49334991
A Preview of DuckDB v2.0,https://duckdb.org/2026/08/17/duckdb-20-highlights,517,91,ibotty,https://news.ycombinator.com/item?id=49330781
Incident with Github.com,https://www.githubstatus.com/incidents/zkxwbgr0cnmx,520,903,SpyCoder77,https://news.ycombinator.com/item?id=49330597
AI-Generated GitHub Copilot “Autofix” Allowed Compromise of Snowflake's Jira,https://www.wiz.io/blog/red-agent-snowflake-copilot-cicd-bug,307,123,galnagli,https://news.ycombinator.com/item?id=49331423
GPT-5.6 Sol Pricing Cut by 50%,https://openrouter.ai/openai/gpt-5.6-sol,56,10,Topfi,https://news.ycombinator.com/item?id=49337602
AI;DR (AI; Didn't Read),https://www.rickmanelius.com/p/aidr-ai-didnt-read,558,343,mooreds,https://news.ycombinator.com/item?id=49336573
