title,url,score,comments,by,hn_url
A 3D fruit fly on macOS desktop powered by the real FlyWire connectome,https://github.com/DenisSergeevitch/desktop-fly,114,30,phoenix120,https://news.ycombinator.com/item?id=49353221
Solo – a .so loader for static Linux binaries,https://github.com/pg83/solo,16,5,zX41ZdbW,https://news.ycombinator.com/item?id=49354613
The Amazon tax,https://seths.blog/2026/08/the-amazon-tax/,886,525,herbertl,https://news.ycombinator.com/item?id=49345263
How does IKEA come up with names for its products?,https://www.ikea.com/se/en/customer-service/knowledge/articles/6f564c4d-2ccc-46de-b643-545a3948dc79.html,215,131,NaOH,https://news.ycombinator.com/item?id=49349984
"Show HN: Interactive, animated architecture of any HuggingFace models",https://modelmap.cc,14,0,lizhaoliu,https://news.ycombinator.com/item?id=49354664
Being ambitious and being a dad,https://nicholascharriere.com/blog/being-ambitious-and-being-a-dad/,230,121,nichochar,https://news.ycombinator.com/item?id=49321298
Turbovec – Google's TurboQuant for vector search in Rust,https://github.com/RyanCodrai/turbovec,196,27,fittingopposite,https://news.ycombinator.com/item?id=49349898
Using the railway network as a flatbed scanner,https://philo.gay/linecam/,389,62,otherayden,https://news.ycombinator.com/item?id=49344825
Beware Management Consultants,https://about.iceland.co.uk/our-story/the-dark-ages/beware-management-consultants/,428,117,KolmogorovComp,https://news.ycombinator.com/item?id=49351324
AI usage patterns in software teams,https://linear.app/data,25,15,giuliomagnifico,https://news.ycombinator.com/item?id=49353432
