title,url,score,comments,by,hn_url
YuE2 · Frontier Music with Symbolic Planning,https://map-yue2.github.io/,41,33,sexy_seedbox,https://news.ycombinator.com/item?id=49652028
Shopify is moving from React Native back to Swift and Kotlin,https://shopify.engineering/back-to-native,798,538,fnthawar2,https://news.ycombinator.com/item?id=49643982
More questions about whether researchers can trust OpenAI with unpublished math,https://mathstodon.xyz/@andreasthom/117240535270608201,685,635,pred_,https://news.ycombinator.com/item?id=49639408
Google will buy half the electricity of a nuclear power plant,https://www.bbc.com/news/articles/c8r6y4me2g6o,78,53,lukaspetersson,https://news.ycombinator.com/item?id=49652105
OpenAI Agents API,https://developers.openai.com/api/docs/guides/agents-api/overview,139,89,aquir,https://news.ycombinator.com/item?id=49649213
The Deathray: A simple way for an untrusted site to freeze a Mac,https://auberon.xyz/blog/posts/deathray/,89,55,auberonedu,https://news.ycombinator.com/item?id=49649124
Don't let anyone take away your big box of cables,https://blog.jim-nielsen.com/2026/hands-off-my-cables/,335,258,Brajeshwar,https://news.ycombinator.com/item?id=49645393
"Cognition launches new SWE-2 model, Rivaling Fable 5.1 and GPT-Astra",https://cognition.com/blog/swe-2,357,150,seelos,https://news.ycombinator.com/item?id=49645443
Thelio Mira AI Linux Workstation: 192 GB GPU Memory,https://system76.com/workstations/thelio-mira-ai,33,24,jonifico,https://news.ycombinator.com/item?id=49651372
Technique for Manipulating Satellite Photos Now Reveals Ancient Images (2025),https://spinoff.nasa.gov/Manipulating_Satellite_Photos_Now_Reveals_Ancient_Images,277,42,gumby,https://news.ycombinator.com/item?id=49645437
