title,url,score,comments,by,hn_url
"Scientists reverse brain aging, with a nasal spray",https://stories.tamu.edu/news/2026/04/14/scientists-reverse-brain-aging-with-a-nasal-spray/,136,49,cybermango,https://news.ycombinator.com/item?id=48790066
"Command and Conquer Generals natively ported to macOS, iPhone, iPad using Fable",https://github.com/ammaarreshi/Generals-Mac-iOS-iPad/tree/main,361,142,asronline,https://news.ycombinator.com/item?id=48788283
GPT-5.5 Codex reasoning-token clustering may be leading to degraded performance,https://github.com/openai/codex/issues/30364,150,45,maille,https://news.ycombinator.com/item?id=48789428
Google Books (or similar) all book scans – $200k bounty (2025),https://software.annas-archive.gl/AnnaArchivist/annas-archive/-/work_items/234,344,180,Cider9986,https://news.ycombinator.com/item?id=48786838
Jellyfish can heal wounds in minutes. Scientists want their secrets,https://www.mbl.edu/news/jellyfish-can-heal-wounds-minutes-scientists-want-their-secrets,38,7,hhs,https://news.ycombinator.com/item?id=48789712
Leaking YouTube creators' private videos,https://javoriuski.com/post/youtube,488,273,javxfps,https://news.ycombinator.com/item?id=48786781
Better Models: Worse Tools,https://lucumr.pocoo.org/2026/7/4/better-models-worse-tools/,94,32,leemoore,https://news.ycombinator.com/item?id=48788599
Explanation of everything you can see in htop/top on Linux (2019),https://peteris.rocks/blog/htop/,397,52,theanonymousone,https://news.ycombinator.com/item?id=48784777
Potential session/cache leakage between workspace instances or consumer accounts,https://github.com/anthropics/claude-code/issues/74066,275,128,chatmasta,https://news.ycombinator.com/item?id=48785485
Zig: All Package Management Functionality Moved from Compiler to Build System,https://ziglang.org/devlog/2026/#2026-06-30,140,27,tosh,https://news.ycombinator.com/item?id=48786638
