name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,459511,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-01-23T01:07:16Z
freeCodeCamp/freeCodeCamp,436177,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-01-23T00:37:33Z
sindresorhus/awesome,431336,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-01-23T01:06:12Z
public-apis/public-apis,392935,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-01-23T01:01:37Z
EbookFoundation/free-programming-books,380919,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-01-23T01:02:27Z
kamranahmedse/developer-roadmap,347749,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-01-23T01:04:57Z
jwasham/coding-interview-university,336122,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-01-23T00:40:27Z
donnemartin/system-design-primer,333019,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-01-23T00:33:31Z
vinta/awesome-python,279439,Python,"An opinionated list of awesome Python frameworks, libraries, software and resources.",https://github.com/vinta/awesome-python,2026-01-23T01:04:52Z
996icu/996.ICU,275217,N/A,Repo for counting stars and contributing. Press F to pay respect to glorious developers.,https://github.com/996icu/996.ICU,2026-01-23T00:51:23Z
