name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,485105,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-04-01T01:46:09Z
sindresorhus/awesome,450564,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-04-01T01:48:13Z
freeCodeCamp/freeCodeCamp,440243,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-04-01T01:47:06Z
public-apis/public-apis,417852,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-04-01T01:47:13Z
EbookFoundation/free-programming-books,384757,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-04-01T01:49:11Z
kamranahmedse/developer-roadmap,351944,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-04-01T01:44:11Z
openclaw/openclaw,343244,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-04-01T01:50:07Z
donnemartin/system-design-primer,340840,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-04-01T01:42:19Z
jwasham/coding-interview-university,339664,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-04-01T01:49:26Z
vinta/awesome-python,289963,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-04-01T01:50:24Z
