name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,511589,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-06-04T02:49:38Z
sindresorhus/awesome,472689,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-06-04T02:48:01Z
freeCodeCamp/freeCodeCamp,445993,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-06-04T02:29:18Z
public-apis/public-apis,439159,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-06-04T02:46:37Z
EbookFoundation/free-programming-books,389619,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-06-04T02:09:32Z
openclaw/openclaw,376620,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-06-04T02:48:10Z
nilbuild/developer-roadmap,356183,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-06-04T02:40:08Z
donnemartin/system-design-primer,351641,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-06-04T02:16:26Z
jwasham/coding-interview-university,349097,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-06-04T02:49:33Z
vinta/awesome-python,301115,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-06-04T02:46:27Z
