name,stars,language,description,url,created_at
bozhouDev/codex-orange-book,2216,HTML,Codex 橙皮书：从安装到实战案例的全链路 Codex 使用指南（非官方开源，含可下载 PDF）,https://github.com/bozhouDev/codex-orange-book,2026-06-23T02:36:54Z
deepseek-ai/DeepSpec,1380,Python,DeepSpec: a full-stack codebase for training and evaluating speculative decoding algorithms,https://github.com/deepseek-ai/DeepSpec,2026-06-26T12:36:05Z
bikini/exploitarium,1252,Python,A single archive of public exploit PoCs and vulnerability research writeups. At the time I post thes,https://github.com/bikini/exploitarium,2026-06-23T05:14:11Z
BohemiaInteractive/CWR,663,C++,Arma: Cold War Assault Remastered Source Code Repository.,https://github.com/BohemiaInteractive/CWR,2026-06-22T12:56:54Z
Yu9191/wloc,654,JavaScript,修改 Apple 网络定位（gs-loc）返回坐标 · 支持 Surge / Quantumult X / Loon / Stash · 快捷指令一键设置/恢复定位,https://github.com/Yu9191/wloc,2026-06-24T06:15:30Z
winsznx/theeleven,642,TypeScript,"Eleven autonomous AI agents open live football prop markets on X Layer — custom Uniswap v4 hook, gas",https://github.com/winsznx/theeleven,2026-06-25T07:42:50Z
QwenLM/Qwen-AgentWorld,597,Python,Qwen-AgentWorld: Language World Models for General Agents,https://github.com/QwenLM/Qwen-AgentWorld,2026-06-22T13:48:37Z
benchflow-ai/awesome-evals,535,N/A,"A curated, non-BS library of the best resources for building and evaluating AI agents — papers, blog",https://github.com/benchflow-ai/awesome-evals,2026-06-24T08:10:33Z
HKUDS/AgentSpace,482,TypeScript,"""AgentSpace: Human + Agents. One Team. One Workspace""",https://github.com/HKUDS/AgentSpace,2026-06-22T04:08:03Z
goehou/tabbit-toy,365,JavaScript,这是一个基于tabbit的研究包，可以转化成OAI格式出来，同时增加了会员认证功能和一键提取cookie的浏览器拓展，方便快速本地快速使用claude gpt等模型,https://github.com/goehou/tabbit-toy,2026-06-23T03:37:12Z
