coin,price_usd,market_cap,change_24h,collected_at,trend
bitcoin,77858.0,1557766013887.7734,-1.6179413567418623,2026-05-17T02:13:04.139372,📉
cardano,0.253458,9360263763.696602,-3.1178543696287058,2026-05-17T02:13:04.139382,📉
ethereum,2173.15,262093513718.3145,-2.5049264045781667,2026-05-17T02:13:04.139384,📉
polkadot,1.26,2115658417.3996367,-4.194187265484513,2026-05-17T02:13:04.139385,📉
solana,85.96,49610619389.75896,-3.6687291204293717,2026-05-17T02:13:04.139387,📉
