name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,502618,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-05-20T02:30:28Z
sindresorhus/awesome,468171,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-05-20T02:31:09Z
freeCodeCamp/freeCodeCamp,445162,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-05-20T02:25:45Z
public-apis/public-apis,435970,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-05-20T02:29:18Z
EbookFoundation/free-programming-books,388597,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-05-20T01:59:01Z
openclaw/openclaw,373279,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-05-20T02:31:58Z
nilbuild/developer-roadmap,355099,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/nilbuild/developer-roadmap,2026-05-20T02:25:32Z
donnemartin/system-design-primer,349361,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-05-20T02:23:03Z
jwasham/coding-interview-university,347086,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-05-20T02:25:56Z
vinta/awesome-python,298592,Python,"An opinionated list of Python frameworks, libraries, tools, and resources",https://github.com/vinta/awesome-python,2026-05-20T02:27:04Z
